DOI,entry_count,Title
10.1021/cm020609u,6,"New La<sub>2/3</sub><sub>-</sub><i><sub>x</sub></i>Sr<i><sub>x</sub></i>Li<i><sub>x</sub></i>TiO<sub>3</sub> Solid Solution:  Structure, Microstructure, and Li<sup>+</sup> Conductivity"
10.1016/j.ssi.2010.06.003,6,Ionic conductivity of lithium in spinel-type Li4/3Ti5/3O4–LiMg1/2Ti3/2O4 solid-solution system
10.1021/acs.inorgchem.5b01895,5,"Synthesis, Crystal Chemistry, and Electrochemical Properties of Li<sub>7–2<i>x</i></sub>La<sub>3</sub>Zr<sub>2–<i>x</i></sub>Mo<sub><i>x</i></sub>O<sub>12</sub> (<i>x</i> = 0.1–0.4): Stabilization of the Cubic Garnet Polymorph via Substitution of Zr<sup>4+</sup> by Mo<sup>6+</sup>"
10.1039/c3cp50991e,5,Structure and Li+ dynamics of Sb-doped Li7La3Zr2O12 fast lithium ion conductors
10.1016/j.ssi.2012.03.045,5,"Ionic conductivity of Li1.3Al0.3−xScxTi1.7(PO4)3 (x=0, 0.1, 0.15, 0.2, 0.3) solid electrolytes prepared by Pechini process"
10.1016/s0167-2738(00)00761-x,5,Influence of composition on the structure and conductivity of the fast ionic conductors La2/3−xLi3xTiO3 (0.03≤x≤0.167)
10.3389/fenrg.2016.00028,5,Development of Lithium-Stuffed Garnet-Type Oxide Solid Electrolytes with High Ionic Conductivity for Application to All-Solid-State Batteries
10.1111/j.1551-2916.2005.00060.x,5,"Li
                    <sub>6</sub>
                    ALa
                    <sub>2</sub>
                    Nb
                    <sub>2</sub>
                    O
                    <sub>12</sub>
                    (A=Ca, Sr, Ba): A New Class of Fast Lithium Ion Conductors with Garnet‐Like Structure"
10.1021/cm001207u,4,Lithium Ion Conductivity in New Perovskite Oxides [Ag<i><sub>y</sub></i>Li<sub>1</sub><sub>-</sub><i><sub>y</sub></i>]<sub>3</sub><i><sub>x</sub></i>La<sub>2/3</sub><sub>-</sub><i><sub>x</sub></i><sub>1/3</sub><sub>-</sub><sub>2</sub><i><sub>x</sub></i>TiO<sub>3</sub> (<i>x</i> = 0.09 and 0 ≤ <i>y</i> ≤ 1)
10.1016/j.jeurceramsoc.2014.11.023,4,"High lithium ion conducting solid electrolytes based on NASICON Li 1+x Al x M 2−x (PO 4 ) 3 materials (M = Ti, Ge and 0 ≤ x ≤ 0.5)"
10.1016/j.jallcom.2017.05.278,4,Study of the La 1/2+1/2x Li 1/2-1/2x Ti 1-x Al x O 3 (0 ≤ x ≤ 1) solid solution. A new example of percolative system in fast ion conductors
10.1016/j.ssi.2015.10.016,4,Search for Li-electrochemical activity and Li-ion conductivity among lithium bismuth oxides
10.1021/acs.chemmater.7b05108,4,Correlation of Structure and Fast Ion Conductivity in the Solid Solution Series Li<sub>1+2<i>x</i></sub>Zn<sub>1–<i>x</i></sub>PS<sub>4</sub>
10.1021/acs.chemmater.7b05139,4,Polymorphism in Li<sub>4</sub>Zn(PO<sub>4</sub>)<sub>2</sub> and Stabilization of its Structural Disorder to Improve Ionic Conductivity
10.1039/c4ta05231e,4,"Synthesis, structure, and conduction mechanism of the lithium superionic conductor Li<sub>10+δ</sub>Ge<sub>1+δ</sub>P<sub>2−δ</sub>S<sub>12</sub>"
10.1021/am503731h,4,"Effect of Simultaneous Substitution of Y and Ta on the Stabilization of Cubic Phase, Microstructure, and Li<sup>+</sup> Conductivity of Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Lithium Garnet"
10.1021/acs.chemmater.8b00266,4,Bottleneck of Diffusion and Inductive Effects in Li<sub>10</sub>Ge<sub>1–<i>x</i></sub>Sn<sub><i>x</i></sub>P<sub>2</sub>S<sub>12</sub>
10.1021/jacs.0c10735,4,"Evidence for a Solid-Electrolyte Inductive Effect in the Superionic Conductor Li
                    <sub>10</sub>
                    Ge
                    <sub>
                      1–
                      <i>x</i>
                    </sub>
                    Sn
                    <sub>
                      <i>x</i>
                    </sub>
                    P
                    <sub>2</sub>
                    S
                    <sub>12</sub>"
10.1039/a800234g,4,"Crystal chemistry and physical properties of complex lithium spinels Li2MM′3O8 (M=Mg, Co, Ni, Zn; M′=Ti, Ge)"
10.1021/am4060194,4,Dependence of the Li-Ion Conductivity and Activation Energies on the Crystal Structure and Ionic Radii in Li<sub>6</sub>MLa<sub>2</sub>Ta<sub>2</sub>O<sub>12</sub>
10.1016/j.ssi.2004.05.010,3,"The relationship between Li ion conductivity and crystal structure for ordered perovskite compounds, (La2/3−1/3Li )(Mg1/2W1/2)O3 (p=0.05, 0.11 and 0.14)"
10.1007/s12039-011-0068-5,3,"Synthesis, structure and ionic conductivity in scheelite type Li0·5Ce0·5−x Ln x MoO4 (x = 0 and 0·25, Ln = Pr, Sm)"
10.1016/s0167-2738(98)00414-7,3,"Lithium ion conduction in A-site deficient perovskites R1/4Li1/4TaO3 (R=La, Nd, Sm and Y)"
10.1149/2.1111610jes,3,Crystal Structure and Li-Ion Conductivity of LiGa<sub>1</sub><i><sub>−</sub><sub>x</sub></i>Al<i><sub>x</sub></i>GeO<sub>4</sub>Phenacite Compounds with 0 ≤<i>x</i>≤ 1
10.1016/j.ssi.2012.05.011,3,"Structure and broadband impedance spectroscopy of Li1.3AlyYx−yTi1.7(PO4)3 (x=0.3; y=0.1, 0.2) solid electrolyte ceramics"
10.1016/j.jpowsour.2012.01.131,3,"Effect of substitution (Ta, Al, Ga) on the conductivity of Li7La3Zr2O12"
10.1039/b301189e,3,"Synthesis, structure and lithium-ion conductivity of Li<sub>2−2x</sub>Mg<sub>2+x</sub>(MoO<sub>4</sub>)<sub>3</sub>and Li<sub>3</sub>M(MoO<sub>4</sub>)<sub>3</sub>(M<sup>III</sup>= Cr, Fe)"
10.1016/j.ssi.2015.09.001,3,Lithium ion conduction in doped LaLiO2 system
10.1002/pssa.201001117,3,Studies of lithium argyrodite solid electrolytes for all‐solid‐state batteries
10.1021/acs.chemmater.7b00886,3,Superionic Conductors: Li<sub>10+δ</sub>[Sn<sub><i>y</i></sub>Si<sub>1–<i>y</i></sub>]<sub>1+δ</sub>P<sub>2−δ</sub>S<sub>12</sub> with a Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub>-type Structure in the Li<sub>3</sub>PS<sub>4</sub>–Li<sub>4</sub>SnS<sub>4</sub>–Li<sub>4</sub>SiS<sub>4</sub> Quasi-ternary System
10.1016/0167-2738(94)90310-7,3,High lithium ion conductivity in the perovskite-type compounds
10.1021/acs.chemmater.8b02759,3,Lithium Phosphidogermanates α- and β-Li<sub>8</sub>GeP<sub>4</sub>—A Novel Compound Class with Mixed Li<sup>+</sup> Ionic and Electronic Conductivity
10.1021/acsami.6b14402,3,Enhancing the Lithium Ion Conductivity in Lithium Superionic Conductor (LISICON) Solid Electrolytes through a Mixed Polyanion Effect
10.1016/0167-2738(83)90223-0,3,"Structure, ionic motion and conductivity in some solid-solutions of the LiClMCl2 systems (M=Mg,V,Mn)"
10.1063/1.2357843,3,"Preparation, characterization, and impedance studies of LiSbM(PO4)3 (M=Al, Fe, and Cr)"
10.1016/j.physb.2011.11.006,3,"Structure, microstructure and ionic conductivity of the solid solution LiTi2−xSnx(PO4)3"
10.1021/ic400577v,2,Structural Factors That Enhance Lithium Mobility in Fast-Ion Li<sub>1+<i>x</i></sub>Ti<sub>2–<i>x</i></sub>Al<sub><i>x</i></sub>(PO<sub>4</sub>)<sub>3</sub> (0 ≤ <i>x</i> ≤ 0.4) Conductors Investigated by Neutron Diffraction in the Temperature Range 100–500 K
10.1006/jssc.1995.1140,2,"Synthesis, Crystal Structure, and Ionic Conductivity of a Polycrystalline Lithium Phosphorus Oxynitride with the γ-Li3PO4 Structure"
10.1016/j.ssi.2008.10.022,2,Synthesis and crystallographic studies of garnet-related lithium-ion conductors Li6CaLa2Ta2O12 and Li6BaLa2Ta2O12
10.1016/j.ssi.2008.01.047,2,"Synthesis and structural characterisation of the Li ion conducting garnet-related systems, Li6ALa2Nb2O12 (A=Ca, Sr)"
10.1021/cm980736j,2,"Synthesis, Crystal Structure, and Ionic Conductivity of Novel Ruddlesden−Popper Related Phases, Li<sub>4</sub>Sr<sub>3</sub>Nb<sub>5.77</sub>Fe<sub>0.23</sub>O<sub>19.77</sub> and Li<sub>4</sub>Sr<sub>3</sub>Nb<sub>6</sub>O<sub>20</sub>"
10.1021/cm970078n,2,Reversible Triclinic-Rhombohedral Phase Transition in LiHf<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>:  Crystal Structures from Neutron Powder Diffraction
10.1016/0167-2738(81)90021-7,2,"Li ion conduction in Li2ZrO3, Li4ZrO4, and LiScO2"
10.1016/0025-5408(89)90053-6,2,Synthesis and lithium conductivities of Li2SiS3 and Li4SiS4
10.1002/adfm.200400044,2,"Li<sub>6</sub>ALa<sub>2</sub>Ta<sub>2</sub>O<sub>12</sub> (A = Sr, Ba): Novel Garnet‐Like Oxides for Fast Lithium Ion Conduction"
10.1016/s0167-2738(02)00007-3,2,Lithium ion conduction in lithium magnesium thio-phosphate
10.1002/chin.199345017,2,"ChemInform Abstract: The Electrical Properties of Ceramic Electrolytes for LiMxTi2‐x(PO4)3 + yLi2O, M: Ge, Sn, Hf, and Zr Systems."
10.1016/s0167-2738(96)00592-9,2,"Fast ionic conductivity and crystal structure of spinel-type Li2 − xMn1 − xMxCl4 (M = Ga, In)"
10.1016/s0378-7753(97)02645-1,2,"Formation of perovskite solid solutions and lithium-ion conductivity in the compositions, Li2xSr1−2xMIII0.5−xTa0.5+xO3 (M = Cr, Fe, Co, Al, Ga, In, Y)"
10.2320/matertrans.y-m2016816,2,"Synthesis, Crystal Structure, and the Ionic Conductivity of New Lithium Ion Conductors, &lt;i&gt;M&lt;/i&gt;-Doped LiScO&lt;sub&gt;2&lt;/sub&gt; (&lt;i&gt;M&lt;/i&gt; = Zr, Nb, Ta)"
10.1021/acs.chemmater.6b02516,2,Fast Li-Ion-Conducting Garnet-Related Li<sub>7–3<i>x</i></sub>Fe<sub><i>x</i></sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> with Uncommon <i>I</i>4̅3<i>d</i> Structure
10.1021/acs.chemmater.8b03175,2,"Lithium Transport in Li<sub>4.4</sub><i>M</i><sub>0.4</sub><i>M</i>′<sub>0.6</sub>S<sub>4</sub> (M = Al<sup>3+</sup>, Ga<sup>3+</sup>, and <i>M</i>′ = Ge<sup>4+</sup>, Sn<sup>4+</sup>): Combined Crystallographic, Conductivity, Solid State NMR, and Computational Studies"
10.4028/www.scientific.net/msf.321-324.965,2,"X-Ray Powder Diffraction Study of LiLnTiO&lt;sub&gt;4&lt;/sub&gt; (Ln=La, Nd): A Lithium-Ion Conductor"
10.1002/aenm.201570062|10.1002/aenm.201500096,2,Lithium Ion Batteries: A Tale of Two Sites: On Defining the Carrier Concentration in Garnet‐Based Ionic Conductors for Advanced Li Batteries (Adv. Energy Mater. 11/2015)
10.1002/adma.201803075,2,Solid Halide Electrolytes with High Lithium‐Ion Conductivity for Application in 4 V Class Bulk‐Type All‐Solid‐State Batteries
10.1021/ja3110895,2,Anomalous High Ionic Conductivity of Nanoporous β-Li<sub>3</sub>PS<sub>4</sub>
10.1038/nenergy.2016.30,2,High-power all-solid-state batteries using sulfide superionic conductors
10.1023/a:1026135806929,2,Crystalline Structure and Electroconductivity of Solid Electrolytes Li3.75Ge0.75V0.25O4 and Li3.70Ge0.85W0.15O4
10.1007/s11164-013-1348-0,2,Effect of Fe3+ doping on the structure and conductivity of LiTi2(PO4)3
10.1016/j.jssc.2005.12.025,2,Effect of sintering on the ionic conductivity of garnet-related structure Li5La3Nb2O12 and In- and K-doped Li5La3Nb2O12
10.1039/a807007e,2,New lithium-ion conductors based on the NASICON structure
10.1016/j.mseb.2007.07.009,2,Structure and lithium ion conductivity of bismuth containing lithium garnets Li5La3Bi2O12 and Li6SrLa2Bi2O12
10.1038/srep18053,2,Synergistic multi-doping effects on the Li7La3Zr2O12 solid electrolyte for fast lithium ion conduction
10.1016/0022-4596(87)90135-6,2,"High- and low-temperature phases of lithium boron nitride, Li3BN2: Preparation, phase relation, crystal structure, and ionic conductivity"
10.1016/0025-5408(76)90169-0,2,"Lithium ion conduction in Li5A104, Li5GaO4 and Li6ZnO4"
10.1107/s2052520615022283,2,Structure–property relationships in lithium superionic conductors having a Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub>-type structure
10.1016/j.jpowsour.2013.03.166,2,Lithium ion transport properties of high conductive tellurium substituted Li7La3Zr2O12 cubic lithium garnets
10.1007/s10008-012-1780-x,2,Preparation and characterization of NASICON type Li+ ionic conductors
10.1016/j.mseb.2004.07.003,2,"Structure and conductivity of B-site substituted (Li,La)TiO3"
10.1063/1.3356981,2,Lithium-ion conduction in complex hydrides LiAlH4 and Li3AlH6
10.1016/j.materresbull.2007.10.035,2,Structure and lithium ion conductivity of garnet-like Li5La3Sb2O12 and Li6SrLa2Sb2O12
10.1021/jacs.5b04444,2,Structural and Mechanistic Insights into Fast Lithium-Ion Conduction in Li<sub>4</sub>SiO<sub>4</sub>–Li<sub>3</sub>PO<sub>4</sub> Solid Electrolytes
10.1149/1.2096693,2,"Ionic Conductivity of the Lithium Titanium Phosphate  ( Li1 + X  M  X Ti2 − X  (  PO 4 ) 3 ,  M  = Al , Sc ,  Y  , and La )  Systems"
10.1039/c8ta09170f,1,LiTa<sub>2</sub>PO<sub>8</sub>: a fast lithium-ion conductor with new framework structure
10.1021/acsomega.8b00377,1,Mechanochemically Prepared Li<sub>2</sub>S–P<sub>2</sub>S<sub>5</sub>–LiBH<sub>4</sub> Solid Electrolytes with an Argyrodite Structure
10.1021/cm010528i,1,"Dependence of Ionic Conductivity on Composition of Fast Ionic Conductors Li<sub>1+</sub><i><sub>x</sub></i>Ti<sub>2</sub><sub>-</sub><i><sub>x</sub></i>Al<i><sub>x</sub></i>(PO<sub>4</sub>)<sub>3</sub>, 0 ≤ <i>x</i> ≤ 0.7. A Parallel NMR and Electric Impedance Study"
10.1140/epjst/e2008-00753-4,1,Ion transport and diffusion in nanocrystalline and glassy ceramics
10.1021/acsami.6b03070,1,Li-Ion Conduction and Stability of Perovskite Li<sub>3/8</sub>Sr<sub>7/16</sub>Hf<sub>1/4</sub>Ta<sub>3/4</sub>O<sub>3</sub>
10.1039/c3ee41655k|10.1016/j.ssi.2007.05.020|10.1016/j.ssi.2006.04.017,1,A sulphide lithium super ion conductor is superior to liquid ion conductors for use in rechargeable batteries
10.1039/c3ee41728j,1,Tetragonal Li10GeP2S12 and Li7GePS8 – exploring the Li ion dynamics in LGPS Li electrolytes
10.1021/acsenergylett.9b02599,1,High-Voltage Superionic Halide Solid Electrolytes for All-Solid-State Li-Ion Batteries
10.1107/s0567740877009443,1,Crystal structure and ionic conductivity of Li boracites
10.1039/c3ta13252h,1,"Synthesis, conductivity and structural aspects of Nd3Zr2Li7−3xAlxO12"
10.1039/c3ta15087a,1,Novel Li<sub>3</sub>ClO based glasses with superionic properties for lithium batteries
10.1039/c3ta15264b,1,Crystal structures of the new fluorophosphates Li9Mg3[PO4]4F3 and Li2Mg[PO4]F and ionic conductivities of selected compositions
10.1039/c4ta05231e|10.1021/acs.chemmater.7b00886,1,"Synthesis, structure, and conduction mechanism of the lithium superionic conductor Li<sub>10+δ</sub>Ge<sub>1+δ</sub>P<sub>2−δ</sub>S<sub>12</sub>"
10.3103/s1062873810050199,1,Investigation of ion transport in Li8ZrO6 and Li6Zr2O7 solid electrolytes
10.1039/c5ta08545d,1,A microcontact impedance study on NASICON-type Li<sub>1+x</sub>Al<sub>x</sub>Ti<sub>2−x</sub>(PO<sub>4</sub>)<sub>3</sub>(0 ≤ x ≤ 0.5) single crystals
10.1039/c6ee00633g,1,Li<sub>0.6</sub>[Li<sub>0.2</sub>Sn<sub>0.8</sub>S<sub>2</sub>] – a layered lithium superionic conductor
10.1021/acsami.8b17656,1,Effects of Fluorine Doping on Structural and Electrochemical Properties of Li<sub>6.25</sub>Ga<sub>0.25</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> as Electrolytes for Solid-State Lithium Batteries
10.1021/ja407393y,1,Li<sub>10</sub>SnP<sub>2</sub>S<sub>12</sub>: An Affordable Lithium Superionic Conductor
10.1039/C3DT52917G,1,"Synthesis, crystal structure and lithium ion conduction of Li<sub>3</sub>BP<sub>2</sub>O<sub>8</sub>"
10.1039/c2dt31318a,1,Effect of Ga incorporation on the structure and Li ion conductivity of La3Zr2Li7O12
10.1039/c1cp22108f,1,Structure and dynamics of the fast lithium ion conductor “Li7La3Zr2O12”
10.1021/ic201183e,1,"LiSbO<sub>2</sub>: Synthesis, Structure, Stability, and Lithium-Ion Conductivity"
10.1149/1.2133238,1,Ionic Conductivity of Solid and Liquid LiAlCl4
10.1021/ic030208w,1,"New Insights into the Structural and Dynamical Features of Lithium Hexaoxometalates Li<sub>7</sub>MO<sub>6</sub> (M = Nb, Ta, Sb, Bi)"
10.1021/jp973296c,1,"Relationship between Activation Energy and Bottleneck Size for Li<sup>+</sup> Ion Conduction in NASICON Materials of Composition LiMM‘(PO<sub>4</sub>)<sub>3</sub>; M, M‘ = Ge, Ti, Sn, Hf"
10.1021/cm703677q,1,Switching on Fast Lithium Ion Conductivity in Garnets: The Structure and Transport Properties of Li<sub>3+<i>x</i></sub>Nd<sub>3</sub>Te<sub>2−<i>x</i></sub>Sb<sub><i>x</i></sub>O<sub>12</sub>
10.1149/2.012206eel,1,Li+-Ion Conduction of Li3AlF6 Mechanically Milled with LiCl
10.1021/cm5037524,1,"Fast Lithium Ion Conduction in Li<sub>2</sub>SnS<sub>3</sub>: Synthesis, Physicochemical Characterization, and Electronic Structure"
10.1021/cm400541n,1,Lithium Chalcogenidotetrelates: LiChT—Synthesis and Characterization of New Li<sup>+</sup> Ion Conducting Li/Sn/Se Compounds
10.1021/cm3011315,1,"New Lithium Chalcogenidotetrelates, LiChT: Synthesis and Characterization of the Li<sup>+</sup>-Conducting Tetralithium <i>ortho-</i>Sulfidostannate Li<sub>4</sub>SnS<sub>4</sub>"
10.1021/cm300792t,1,"LiCe(BH<sub>4</sub>)<sub>3</sub>Cl, a New Lithium-Ion Conductor and Hydrogen Storage Material with Isolated Tetranuclear Anionic Clusters"
10.1021/acsaem.0c00147,1,"Lattice Dynamical Approach for Finding the Lithium Superionic Conductor Li
                    <sub>3</sub>
                    ErI
                    <sub>6</sub>"
10.1021/cm1006857,1,Synthesis and Lithium Fast-Ion Conductivity of a New Complex Hydride Li<sub>3</sub>(NH<sub>2</sub>)<sub>2</sub>I with Double-Layered Structure
10.1149/2.0501412jes,1,Empowering the Lithium Metal Battery through a Silicon-Based Superionic Conductor
10.1021/cm060992t,1,"Structure and Ionic-Transport Properties of Lithium-Containing Garnets Li<sub>3</sub>Ln<sub>3</sub>Te<sub>2</sub>O<sub>12</sub> (Ln = Y, Pr, Nd, Sm−Lu)"
10.1021/cm034802f,1,Li<sub>2.5</sub>V<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>:  A Room-Temperature Analogue to the Fast-Ion Conducting High-Temperature γ-Phase of Li<sub>3</sub>V<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>
10.1021/cm030422i,1,"Lithium Mobility in Li<sub>1.2</sub>Ti<sub>1.8</sub>R<sub>0.2</sub>(PO<sub>4</sub>)<sub>3</sub> Compounds (R = Al, Ga, Sc, In) as Followed by NMR and Impedance Spectroscopy"
10.1021/cm021717j,1,High Lithium Ionic Conductivity in the Li<sub>1+</sub><i><sub>x</sub></i>Al<i><sub>x</sub></i>Ge<i><sub>y</sub></i>Ti<sub>2</sub><sub>-</sub><i><sub>x</sub></i><sub>-</sub><i><sub>y</sub></i>(PO<sub>4</sub>)<sub>3</sub> NASICON Series
10.1038/nmat3066,1,A lithium superionic conductor
10.1039/c0ee00052c,1,Li+ ion conductivity and diffusion mechanism in α-Li3N and β-Li3N
10.1021/ja302255d,1,"Li<sub>14</sub>Ln<sub>5</sub>[Si<sub>11</sub>N<sub>19</sub>O<sub>5</sub>]O<sub>2</sub>F<sub>2</sub> with Ln = Ce, Nd—Representatives of a Family of Potential Lithium Ion Conductors"
10.1002/1521-3765(20020118)8:2<349::aid-chem349>3.0.co;2-5,1,"Synthesis, X-ray and Neutron Diffraction Characterization, and Ionic Conduction Properties of a New Oxothiomolybdate Li3[Mo8S8O8(OH)8{HWO5(H2O)}]⋅18 H2O"
10.1021/acs.inorgchem.8b01785,1,Impact of Structural Polymorphism on Ionic Conductivity in Lithium Copper Pyroborate Li<sub>6</sub>CuB<sub>4</sub>O<sub>10</sub>
10.1016/j.jssc.2008.01.023,1,"Synthesis, structure, and ionic conductivity of Na5Li3Ti2S8"
10.1016/0167-2738(85)90106-7,1,"Lithium aluminum nitride, Li3AlN2 as a lithium solid electrolyte"
10.1016/0167-2738(87)90119-6,1,Preparation of lithium silicon nitrides and their lithium ion conductivity
10.1016/0167-2738(88)90291-3,1,Lithium ion conductors based on LiTi2P3O12 compound
10.1016/0167-2738(89)90438-4,1,"Preparation, structure and ionic conductivity of lithium phosphide"
10.1016/0167-2738(94)90309-3,1,Candidate compounds with perovskite structure for high lithium ionic conductivity
10.1016/0167-2738(95)00240-5,1,"Bulk and grain boundary ionic conduction in lithium rare earth-silicates “LiLnSiO4” (Ln = La, Nd, Sm, Eu, Gd, Dy)"
10.1016/0925-8388(93)90192-p,1,"Structure and ionic conductivity of MLaNb2O7 (M  K, Na, Li, H)"
10.1016/S0955-2219(99)00055-2,1,Comparative study of lithium ion conductors in the system Li1+xAlxA2−xIV (PO4)3 with AIV=Ti or Ge and 0≤x≤0·7 for use as Li+ sensitive membranes
10.1016/j.elecom.2011.08.014,1,High conductive yttrium doped Li7La3Zr2O12 cubic lithium garnet
10.1016/j.jallcom.2013.04.195,1,On the La2/3−xLi3xTiO3/Al2O3 composite solid-electrolyte for Li-ion conduction
10.1016/j.jallcom.2015.01.082,1,Hydrogen absorption and lithium ion conductivity in Li6NBr3
10.1016/j.jpowsour.2010.11.089,1,"High lithium ionic conductivity in the garnet-type oxide Li7−X La3(Zr2−X, NbX)O12 (X=0–2)"
10.1016/j.jpowsour.2012.02.100,1,Ionic distribution and conductivity in lithium garnet Li7La3Zr2O12
10.1016/j.jpowsour.2012.11.098,1,A rechargeable lithium–air battery using a lithium ion-conducting lanthanum lithium titanate ceramics as an electrolyte separator
10.1016/j.jpowsour.2013.03.049,1,Structure and transport properties of Li7La3Zr2−0.75xAlxO12 superionic solid electrolytes
10.1016/j.jpowsour.2013.03.175,1,High Li+ conduction in NASICON-type Li1+xYxZr2−x(PO4)3 at room temperature
10.1016/j.jpowsour.2014.07.159,1,"Synthesis, structure and lithium ionic conductivity of solid solutions of Li10(Ge1−M )P2S12 (M = Si, Sn)"
10.1016/0167-2738(83)90045-0,1,Ionic conductivity of pure and doped Li3N
10.1016/0167-2738(81)90178-8,1,"Structure et proprietes de conduction du compose K0,1Li0,9SbO3"
